high_risk_food_code,high_risk_food_name,high_risk_category,high_risk_carb_per100g,high_risk_fiber_per100g,high_risk_portion,high_risk_portion_g,high_risk_carb_per_serving,swap_food_code,swap_food_name,swap_category,swap_carb_per100g,swap_fiber_per100g,swap_portion,swap_portion_g,swap_carb_per_serving,carb_saving_per_serving,fiber_gain_per_serving,ada_rule,swap_group,source
55100055,"Pancakes, fruit, fast food / restaurant","Pancakes, waffles, French toast",29.8,2.3,1 miniature/bite size pancake,10.0,3.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,0.6,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55100060,"Pancakes, chocolate, fast food / restaurant","Pancakes, waffles, French toast",40.0,2.4,1 miniature/bite size pancake,10.0,4.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.6,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55100065,"Pancakes, whole grain, fast food / restaurant","Pancakes, waffles, French toast",31.8,3.1,1 miniature/bite size pancake,10.0,3.2,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,0.8,1.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55100080,"Pancakes, school","Pancakes, waffles, French toast",40.4,5.2,1 miniature/bite size pancake,10.0,4.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.6,1.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55101000,"Pancakes, plain","Pancakes, waffles, French toast",35.3,2.1,1 miniature/bite size pancake,10.0,3.5,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.1,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55101015,"Pancakes, plain, reduced fat","Pancakes, waffles, French toast",36.1,2.2,1 miniature/bite size pancake,10.0,3.6,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.2,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55103000,"Pancakes, fruit","Pancakes, waffles, French toast",30.6,2.4,1 miniature/bite size pancake,10.0,3.1,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,0.7,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55103020,"Pancakes, pumpkin","Pancakes, waffles, French toast",30.9,2.3,1 miniature/bite size pancake,10.0,3.1,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,0.7,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55103100,"Pancakes, chocolate","Pancakes, waffles, French toast",41.2,2.4,1 miniature/bite size pancake,10.0,4.1,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.7,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55105200,"Pancakes, whole grain","Pancakes, waffles, French toast",32.9,3.2,1 miniature/bite size pancake,10.0,3.3,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,0.9,1.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55105205,"Pancakes, whole grain, reduced fat","Pancakes, waffles, French toast",33.6,3.3,1 miniature/bite size pancake,10.0,3.4,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.0,1.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55106000,"Pancakes, gluten free","Pancakes, waffles, French toast",40.3,1.5,1 miniature/bite size pancake,10.0,4.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.6,1.4,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200010,"Waffle, NFS","Pancakes, waffles, French toast",48.4,2.6,1 miniature/bite size waffle,10.0,4.8,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.4,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200020,"Waffle, plain, frozen","Pancakes, waffles, French toast",48.4,2.6,1 miniature/bite size waffle,10.0,4.8,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.4,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200030,"Waffle, plain, reduced fat","Pancakes, waffles, French toast",46.8,1.5,1 miniature/bite size waffle,10.0,4.7,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.3,1.4,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200040,"Waffle, fruit, frozen","Pancakes, waffles, French toast",46.6,2.6,1 miniature/bite size waffle,10.0,4.7,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.3,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200050,"Waffle, chocolate, frozen","Pancakes, waffles, French toast",48.9,2.6,1 miniature/bite size waffle,10.0,4.9,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.5,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200060,"Waffle, whole grain, frozen","Pancakes, waffles, French toast",46.7,4.1,1 miniature/bite size waffle,10.0,4.7,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.3,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200070,"Waffle, whole grain, reduced fat","Pancakes, waffles, French toast",49.2,4.3,1 miniature/bite size waffle,10.0,4.9,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.5,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200080,"Waffle, whole grain, fruit, frozen","Pancakes, waffles, French toast",45.1,4.0,1 miniature/bite size waffle,10.0,4.5,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.1,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200100,"Waffle, plain, fast food / restaurant","Pancakes, waffles, French toast",38.9,2.4,1 miniature/bite size waffle,10.0,3.9,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.5,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200110,"Waffle, chocolate, fast food / restaurant","Pancakes, waffles, French toast",46.1,2.7,1 miniature/bite size waffle,10.0,4.6,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.2,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200120,"Waffle, fruit, fast food / restaurant","Pancakes, waffles, French toast",34.5,2.7,1 miniature/bite size waffle,10.0,3.4,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.0,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200130,"Waffle, whole grain, fast food / restaurant","Pancakes, waffles, French toast",36.1,3.5,1 miniature/bite size waffle,10.0,3.6,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.2,1.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200200,"Waffle, school","Pancakes, waffles, French toast",49.2,4.3,"1 waffle, any size",40.0,19.7,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,17.3,-0.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55200200,"Waffle, school","Pancakes, waffles, French toast",49.2,4.3,"1 waffle, any size",40.0,19.7,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,11.0,2.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55201000,"Waffle, plain","Pancakes, waffles, French toast",41.5,2.5,1 miniature/bite size waffle,10.0,4.2,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.7,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55203000,"Waffle, fruit","Pancakes, waffles, French toast",36.2,2.8,1 miniature/bite size waffle,10.0,3.6,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.2,1.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55203600,"Waffle, chocolate","Pancakes, waffles, French toast",48.6,2.9,1 miniature/bite size waffle,10.0,4.9,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,2.5,1.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55203700,"Waffle, cinnamon","Pancakes, waffles, French toast",41.7,2.7,1 miniature/bite size waffle,10.0,4.2,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.8,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55205000,"Waffle, whole grain","Pancakes, waffles, French toast",38.6,3.8,1 miniature/bite size waffle,10.0,3.9,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.5,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55208000,"Waffle, gluten free","Pancakes, waffles, French toast",43.0,1.4,1 miniature/bite size waffle,10.0,4.3,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,1.9,1.4,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55300010,"French toast, NFS","Pancakes, waffles, French toast",32.3,1.2,"1 slice, any size",65.0,21.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,18.6,0.8,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55300010,"French toast, NFS","Pancakes, waffles, French toast",32.3,1.2,"1 slice, any size",65.0,21.0,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,12.4,3.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55300020,"French toast, frozen","Pancakes, waffles, French toast",29.9,1.1,1 bite size,10.0,3.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,0.6,1.4,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55300050,"French toast, fast food / restaurant","Pancakes, waffles, French toast",35.7,1.3,"1 slice, any size",85.0,30.4,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,27.9,0.4,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55300050,"French toast, fast food / restaurant","Pancakes, waffles, French toast",35.7,1.3,"1 slice, any size",85.0,30.4,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,21.7,3.5,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55300050,"French toast, fast food / restaurant","Pancakes, waffles, French toast",35.7,1.3,"1 slice, any size",85.0,30.4,75111200,"Eggplant, raw",Other vegetables and combinations,5.9,3.0,1 whole,500.0,29.4,1.0,13.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301000,"French toast, plain","Pancakes, waffles, French toast",32.3,1.2,"1 slice, any size",65.0,21.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,18.6,0.8,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301000,"French toast, plain","Pancakes, waffles, French toast",32.3,1.2,"1 slice, any size",65.0,21.0,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,12.4,3.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301015,"French toast, whole grain","Pancakes, waffles, French toast",30.4,2.7,"1 slice, any size",65.0,19.8,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,17.4,-0.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301015,"French toast, whole grain","Pancakes, waffles, French toast",30.4,2.7,"1 slice, any size",65.0,19.8,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,11.1,2.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301025,"French toast, gluten free","Pancakes, waffles, French toast",30.6,2.2,"1 slice, any size",65.0,19.9,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,17.5,0.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301025,"French toast, gluten free","Pancakes, waffles, French toast",30.6,2.2,"1 slice, any size",65.0,19.9,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,11.2,3.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301031,French toast sticks,"Pancakes, waffles, French toast",40.6,1.3,1 stick,45.0,18.3,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,15.9,0.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301031,French toast sticks,"Pancakes, waffles, French toast",40.6,1.3,1 stick,45.0,18.3,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,9.6,4.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301040,"French toast sticks, fast food / restaurant","Pancakes, waffles, French toast",48.5,1.6,1 stick,25.0,12.1,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,9.7,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301040,"French toast sticks, fast food / restaurant","Pancakes, waffles, French toast",48.5,1.6,1 stick,25.0,12.1,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,3.5,4.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55301048,"French toast sticks, school","Pancakes, waffles, French toast",22.6,2.9,1 stick,25.0,5.7,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,3.3,0.8,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55400010,"Crepe, NFS","Pancakes, waffles, French toast",22.0,0.6,"1 crepe, any size",80.0,17.6,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,15.2,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55400010,"Crepe, NFS","Pancakes, waffles, French toast",22.0,0.6,"1 crepe, any size",80.0,17.6,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,9.0,4.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55401000,"Crepe, plain","Pancakes, waffles, French toast",22.0,0.6,"1 crepe, any size",65.0,14.3,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,11.9,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55401000,"Crepe, plain","Pancakes, waffles, French toast",22.0,0.6,"1 crepe, any size",65.0,14.3,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,5.6,4.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55501000,Chinese pancake,"Pancakes, waffles, French toast",45.4,0.7,1 pancake,28.0,12.7,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,10.3,1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55501000,Chinese pancake,"Pancakes, waffles, French toast",45.4,0.7,1 pancake,28.0,12.7,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,4.0,4.5,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55702100,"Dosa, plain","Pancakes, waffles, French toast",37.0,1.8,1 small,35.0,13.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,10.6,0.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
55702100,"Dosa, plain","Pancakes, waffles, French toast",37.0,1.8,1 small,35.0,13.0,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,4.3,4.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
58174100,"Dosa, with filling","Pancakes, waffles, French toast",30.8,2.2,1 small,113.0,34.8,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,32.4,-1.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
58174100,"Dosa, with filling","Pancakes, waffles, French toast",30.8,2.2,1 small,113.0,34.8,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,26.1,2.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
58174100,"Dosa, with filling","Pancakes, waffles, French toast",30.8,2.2,1 small,113.0,34.8,75111200,"Eggplant, raw",Other vegetables and combinations,5.9,3.0,1 whole,500.0,29.4,5.4,12.5,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
13252600,Tiramisu,Cakes and pies,29.4,0.6,1 piece,175.0,51.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,51.3,-0.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
13252600,Tiramisu,Cakes and pies,29.4,0.6,1 piece,175.0,51.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,36.5,13.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
13252600,Tiramisu,Cakes and pies,29.4,0.6,1 piece,175.0,51.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,50.9,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160000,"Roll, sweet, no frosting","Doughnuts, sweet rolls, pastries",53.6,3.1,1 small,54.0,28.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,28.7,-1.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160000,"Roll, sweet, no frosting","Doughnuts, sweet rolls, pastries",53.6,3.1,1 small,54.0,28.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,13.9,13.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160000,"Roll, sweet, no frosting","Doughnuts, sweet rolls, pastries",53.6,3.1,1 small,54.0,28.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,28.3,-1.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160100,"Roll, sweet, cinnamon bun, no frosting","Doughnuts, sweet rolls, pastries",50.9,2.4,1 small,54.0,27.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,27.3,-1.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160100,"Roll, sweet, cinnamon bun, no frosting","Doughnuts, sweet rolls, pastries",50.9,2.4,1 small,54.0,27.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,12.5,13.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160100,"Roll, sweet, cinnamon bun, no frosting","Doughnuts, sweet rolls, pastries",50.9,2.4,1 small,54.0,27.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,26.9,-0.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160110,"Roll, sweet, cinnamon bun, frosted","Doughnuts, sweet rolls, pastries",48.6,1.2,1 small,54.0,26.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,26.0,-0.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160110,"Roll, sweet, cinnamon bun, frosted","Doughnuts, sweet rolls, pastries",48.6,1.2,1 small,54.0,26.2,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,11.2,14.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160110,"Roll, sweet, cinnamon bun, frosted","Doughnuts, sweet rolls, pastries",48.6,1.2,1 small,54.0,26.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,25.7,-0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160200,"Pan dulce, NFS","Doughnuts, sweet rolls, pastries",56.4,2.2,1 miniature,40.0,22.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,22.3,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160200,"Pan dulce, NFS","Doughnuts, sweet rolls, pastries",56.4,2.2,1 miniature,40.0,22.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,7.5,14.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51160200,"Pan dulce, NFS","Doughnuts, sweet rolls, pastries",56.4,2.2,1 miniature,40.0,22.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,22.0,-0.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
