high_risk_food_code,high_risk_food_name,high_risk_category,high_risk_carb_per100g,high_risk_fiber_per100g,high_risk_portion,high_risk_portion_g,high_risk_carb_per_serving,swap_food_code,swap_food_name,swap_category,swap_carb_per100g,swap_fiber_per100g,swap_portion,swap_portion_g,swap_carb_per_serving,carb_saving_per_serving,fiber_gain_per_serving,ada_rule,swap_group,source
51121035,"Garlic bread, from frozen",Yeast breads,41.7,2.5,1 small slice,37.0,15.4,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,6.8,3.7,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121045,"Garlic bread, with parmesan cheese, from fast food / restaurant",Yeast breads,41.1,2.4,1 small slice,39.0,16.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,13.6,0.6,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121045,"Garlic bread, with parmesan cheese, from fast food / restaurant",Yeast breads,41.1,2.4,1 small slice,39.0,16.0,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,7.3,3.7,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121055,"Garlic bread, with parmesan cheese, from frozen",Yeast breads,41.1,2.5,1 small slice,39.0,16.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,13.6,0.6,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121055,"Garlic bread, with parmesan cheese, from frozen",Yeast breads,41.1,2.5,1 small slice,39.0,16.0,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,7.4,3.7,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121065,"Garlic bread, with melted cheese, from fast food / restaurant",Yeast breads,34.2,2.0,1 small slice,44.0,15.1,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,12.6,0.7,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121065,"Garlic bread, with melted cheese, from fast food / restaurant",Yeast breads,34.2,2.0,1 small slice,44.0,15.1,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,6.4,3.8,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121075,"Garlic bread, with melted cheese, from frozen",Yeast breads,36.9,2.2,1 small slice,44.0,16.2,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,13.8,0.6,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121075,"Garlic bread, with melted cheese, from frozen",Yeast breads,36.9,2.2,1 small slice,44.0,16.2,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,7.6,3.7,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121110,"Bread, onion",Yeast breads,44.3,1.7,1 small or thin/very thin slice,24.0,10.6,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,8.2,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121110,"Bread, onion",Yeast breads,44.3,1.7,1 small or thin/very thin slice,24.0,10.6,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,2.0,4.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121120,"Bread, onion, toasted",Yeast breads,48.7,1.9,1 small or thin/very thin slice,18.0,8.8,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,6.4,1.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51121120,"Bread, onion, toasted",Yeast breads,48.7,1.9,1 small or thin/very thin slice,18.0,8.8,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,0.1,4.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122000,"Bread, reduced calorie and/or high fiber, white or NFS",Yeast breads,44.3,9.7,Quantity not specified,29.0,12.8,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,10.4,-1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122000,"Bread, reduced calorie and/or high fiber, white or NFS",Yeast breads,44.3,9.7,Quantity not specified,29.0,12.8,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,4.2,1.8,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122010,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",Yeast breads,48.7,10.7,Quantity not specified,26.0,12.7,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,10.2,-1.3,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122010,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",Yeast breads,48.7,10.7,Quantity not specified,26.0,12.7,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,4.0,1.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122100,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts",Yeast breads,50.0,8.9,Quantity not specified,29.0,14.5,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,12.1,-1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122100,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts",Yeast breads,50.0,8.9,Quantity not specified,29.0,14.5,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,5.8,2.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122110,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted",Yeast breads,54.9,9.7,Quantity not specified,26.0,14.3,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,11.9,-1.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122110,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted",Yeast breads,54.9,9.7,Quantity not specified,26.0,14.3,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,5.6,2.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122300,"Bread, white, special formula, added fiber",Yeast breads,43.9,9.2,Quantity not specified,28.0,12.3,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,9.9,-1.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122300,"Bread, white, special formula, added fiber",Yeast breads,43.9,9.2,Quantity not specified,28.0,12.3,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,3.6,2.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122310,"Bread, white, special formula, added fiber, toasted",Yeast breads,48.2,10.1,Quantity not specified,25.0,12.1,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,9.7,-1.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51122310,"Bread, white, special formula, added fiber, toasted",Yeast breads,48.2,10.1,Quantity not specified,25.0,12.1,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,3.4,2.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51123020,"Bread, high protein, toasted",Yeast breads,48.1,3.3,Quantity not specified,25.0,12.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,9.6,0.7,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51123020,"Bread, high protein, toasted",Yeast breads,48.1,3.3,Quantity not specified,25.0,12.0,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,3.4,3.8,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51127010,"Bread, potato",Yeast breads,47.1,6.3,1 small or thin/very thin slice,26.0,12.2,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,9.8,-0.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51127010,"Bread, potato",Yeast breads,47.1,6.3,1 small or thin/very thin slice,26.0,12.2,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,3.6,3.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51127020,"Bread, potato, toasted",Yeast breads,51.7,6.9,1 small or thin/very thin slice,24.0,12.4,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,10.0,-0.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51127020,"Bread, potato, toasted",Yeast breads,51.7,6.9,1 small or thin/very thin slice,24.0,12.4,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,3.7,3.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51129010,"Bread, raisin",Yeast breads,52.2,2.5,Quantity not specified,28.0,14.6,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,12.2,0.8,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51129010,"Bread, raisin",Yeast breads,52.2,2.5,Quantity not specified,28.0,14.6,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,6.0,4.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51129020,"Bread, raisin, toasted",Yeast breads,57.4,2.8,Quantity not specified,25.0,14.3,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,11.9,0.8,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51129020,"Bread, raisin, toasted",Yeast breads,57.4,2.8,Quantity not specified,25.0,14.3,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,5.7,4.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51133010,"Bread, sour dough",Yeast breads,51.9,2.2,1 small or thin/very thin slice,24.0,12.5,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,10.0,1.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51133010,"Bread, sour dough",Yeast breads,51.9,2.2,1 small or thin/very thin slice,24.0,12.5,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,3.8,4.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51133020,"Bread, sour dough, toasted",Yeast breads,57.0,2.4,1 small or thin/very thin slice,22.0,12.5,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,10.1,1.0,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51133020,"Bread, sour dough, toasted",Yeast breads,57.0,2.4,1 small or thin/very thin slice,22.0,12.5,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,3.9,4.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51134000,"Bread, sweet potato",Yeast breads,45.4,1.7,Quantity not specified,28.0,12.7,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,10.3,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51134000,"Bread, sweet potato",Yeast breads,45.4,1.7,Quantity not specified,28.0,12.7,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,4.0,4.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51134010,"Bread, sweet potato, toasted",Yeast breads,49.9,1.9,1 small or thin/very thin slice,22.0,11.0,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,8.6,1.1,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51134010,"Bread, sweet potato, toasted",Yeast breads,49.9,1.9,1 small or thin/very thin slice,22.0,11.0,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,2.3,4.2,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51135000,"Bread, vegetable",Yeast breads,48.0,1.8,1 slice,44.0,21.1,75124000,"Peppers, banana, raw",Other vegetables and combinations,5.3,3.4,1 whole,45.0,2.4,18.7,0.7,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
51135000,"Bread, vegetable",Yeast breads,48.0,1.8,1 slice,44.0,21.1,75330080,"Broccoli, cauliflower and carrots, cooked, no added fat",Other vegetables and combinations,5.6,3.0,1 cup,155.0,8.7,12.4,3.9,ADA recommends replacing refined grains with whole grains or non-starchy vegetables,refined_grains,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
